UserNick,comment_time,content,auctionSku
t***5,2021/5/9 14:26,很好吃，味道很好，真香啊,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/3 19:38,整体评价：一直回购 胀包问题：没有 包装品质：包装很好 口感味道：味道一绝 新鲜度：不错 非常喜欢吃李子柒家的螺蛳粉。螺蛳粉儿吃了千千万李子柒的最好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
静***e,2020/12/1 9:04,此用户没有填写评论!,口味:限定款柳州螺蛳粉3袋
t***1,2021/5/20 15:43,已经第二次买了，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
乔***乐,2021/5/18 16:55,难吃。连普通的都不如。价格和品相不符合,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
浅***生,2021/5/19 16:21,感觉买了十几次了吧 最爱的螺蛳粉没有之一！！！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
d***i,2021/5/16 10:46,实物一致，好棒！物流超快！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
南***6,2021/4/26 14:00,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
哇***3,2021/5/10 18:04,味道不错，真好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***1,2021/4/29 7:04,吃了很多包了，推荐给邻居买，真的很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***7,2021/5/18 22:36,口味清淡，螺蛳粉里的一股清流,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***子,2021/5/6 23:20,整体评价：完美！！！！！ 包装品质：好好好好！！！！ 口感味道：初次尝试螺蛳粉接受度高，米粉q弹爽口 新鲜度：赞！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
朝***5,2021/5/13 12:08,味道好吃，很喜欢这个味道，下次会继续回购的。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***0,2021/5/9 15:22,美味佳肴美味很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/13 12:24,出差在外评价晚了😂 多次购买👍👍👍👍👍❤️,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
想***8,2021/4/22 15:31,非常喜欢的味道，给的料的确比较实在，但物流有点慢哦！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
明***5,2021/5/9 22:22,好吃，味道不错，价格实惠,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***8,2021/5/8 12:25,吃过很多牌子的螺狮粉，还是李子柒的好吃，趁活动买的很划算呢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/7 16:45,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
何***3,2021/5/10 21:51,闻着臭吃香，女儿喜欢吃，份量很足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
芳***语,2021/5/20 13:55,"很喜欢,下次还会继续购买",口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
开***x,2021/5/14 16:37,口感味道：相当好吃，还会回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
没***童,2021/5/5 20:40,腐竹超多！分量很足！味道鲜美！自己煮还可以加点青菜 简直美滋滋 必囤,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
杨***6,2021/5/13 21:54,太喜欢吃李子柒了，用料很多，腐竹超好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/16 8:01,不错，味道棒棒的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
傲***楠,2021/5/6 22:52,好吃(｢･&omega;･)｢嘿，百吃不腻，每周都会吃，吃完又买好多回来，很棒！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***c,2021/5/8 12:58,整体评价：是我个人比较喜欢的口味 包装品质：包装很严实，也很精致，还有一张小卡片，是子柒的感觉，哈哈哈 新鲜度：吃了也没有拉肚子，个人感觉也挺卫生的，一直都不敢在网上买零食买吃的，子柒这个真的比较推荐,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
饭***碌,2021/5/15 23:14,光速吃完了 真的好好吃啊,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
专***3,2021/5/17 11:24,客服态度恶劣 东西怎么样还没有吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/11 16:18,不得不说，服务太好了，一小包酸笋破了，然后发了一包的螺丝粉过来。爱了爱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***珍,2021/5/20 7:55,超市的才十二块一袋，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/9 20:00,日期新鲜 料很足 赶上活动很划算,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
贰***丢,2021/5/19 11:37,这个很多人吃，屯点,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/13 18:08,挺好吃的，买的不辣的，孩子也挺喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/19 10:23,很好，发货快，东西正,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***6,2021/5/12 12:29,鲜辣酸爽，口感棒极了。不错，还会回购。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/18 15:31,历史以来 吃过最好吃的螺蛳粉 建议购买😂,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***爷,2021/5/5 19:09,买过很多次李子柒螺蛳粉了。最喜欢李子柒，然后好欢螺。螺蛳粉走向世界了，哈哈哈哈。满分好评，加点菜什么的很完美！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***e,2021/5/19 13:08,我觉得不如好欢螺的好吃，味道稍微淡一点。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***g,2021/5/8 23:08,实在是太太太太好吃了，秒杀方便面和酸辣粉，第一次在直播间买了三包，试吃一下，从来没吃过就想感受一下，没想到真是爱了，刚开始闻着有点反胃，吃上就无法自拔，绝了👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/4/25 9:30,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
奇***0,2021/5/9 20:52,味道还不错，煮完比之前买的其他家的味道要轻，不错不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/17 13:26,买了两回 回来箱子都烂了 不知道能不能加固下,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/4/20 8:36,第二次购买，好吃的不要不要滴，现在我正在评价的时候看到我拍的图片都口水直流，打算再买几包，这螺蛳粉吃了上瘾，太好吃了，感觉身边的朋友亲戚都很爱吃呢，每次发朋友圈的时候，好多人评论说我的最爱，闻着臭但是吃着香的很，哈哈😄,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
开***8,2021/5/12 8:05,味道正宗，份量充足！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
o***菊,2021/5/13 18:25,比好欢螺的味道淡一点，刚刚好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***力,2021/5/14 21:20,整体评价：很好 包装品质：完好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/18 18:32,直播价格随时都在变动，悬殊了俩三天，价格也不同，客服还说时间不同，优惠不同，都是正常的，大大的差评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***人,2021/5/9 22:17,可以的，料足，重点是划算，客服态度很好。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***逢,2021/5/14 11:04,第一次吃李子柒，配料比别的品牌多，花生没有坏的，腐竹很多，我做的干捞，好吃！！！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/18 18:47,宝贝收到了，味道还是可以，但是总觉得少了点什么,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***a,2021/5/11 11:49,超喜欢子柒家的螺蛳粉，味道正中，好吃😋😋😋😋,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
小***5,2021/5/13 18:13,直播间买的，味道不错，还多赠了2代，挺实惠的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
雨***f,2021/5/5 10:52,从超市买了一次之后就喜欢上了，价格也比超市便宜。而且还是顺丰，到货速度很快,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***1,2021/5/10 15:11,超喜欢李子柒家螺蛳粉，感觉比外边店里的都好吃，汤也超好喝,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
果***0,2021/5/8 19:20,世界上没有绝对的幸福，只有不肯快乐的心，许多时候我们总是太过固执，执着于自己那颗任性的玻璃心，总是抱怨别人的不理解，却忽视了自身的要素，不去用心发现生活中的美好东西，以至于丧失了快乐的机会，也就感觉不到幸福的光芒。 一碗螺蛳粉的快乐,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
艺***一,2021/5/11 20:53,味道好吃，但是分量太足了，一个人真没法吃完,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
瑞***哈,2021/5/15 17:10,第一次吃螺狮粉，喜欢😍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
喜***9,2021/4/21 22:17,这家螺蛳粉很好吃，我已经回购过好几次。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/13 9:19,料是真的足，赞👍🏻，用料实诚，好吃，我的快乐源泉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***g,2021/5/10 11:50,味道很不错，料包齐全，分量足。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
飘***虾,2021/5/19 23:37,其实就还好.没有网上说的那么好吃.一般般,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
涯***飞,2021/5/5 16:52,回购八百遍！！男朋友最爱的螺蛳粉，没有之一,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***6,2021/5/5 17:15,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***七,2021/5/4 20:43,腐竹超多 真的超爱螺狮粉 再加好多配菜 超级豪华版螺蛳粉是一种快乐,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
紫***迹,2021/4/28 11:35,旗舰店购买很实惠。比较特色的是腐竹超级大一大包，粉晶莹剔透比好欢螺熟的快。酸笋脆爽很好吃。汤包一家甚至感觉不出臭，是香味。辣包是目前购买过的品牌中最清淡的，不太辣。汤包闻起来很鲜美，不过里面没有螺肉颗粒。总之是自家煮粉的感觉，调味不重。这是尝试的第5种品牌&hellip;&hellip;目前还是最喜欢好欢螺&hellip;&hellip; Ps：闻着吃着都不臭，但是仍然是连续两三天味道散不去&hellip;&hellip; Pss：图里的丸子豆皮蟹肉是我自己加的，不作为参考。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
佚***n,2021/5/6 17:25,我爱*李子柒螺蛳粉了 料多又好吃，花生也每次都很脆，也超喜欢看她的视频！加油！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/11 16:56,口感不错，小孩非常喜欢😍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***6,2020/12/11 13:22,此用户没有填写评论!,口味:限定款柳州螺蛳粉3袋
罗***珠,2021/4/7 17:55,此用户没有填写评论!,口味:【鲜辣酸爽烫 】螺蛳粉335g*3袋
威***r,2021/5/14 14:28,吃一次就爱上。。。配料特别足，无敌棒👍🏻,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/16 0:45,整体评价：味道可以 不喜欢的人可能接受不了会觉得臭 但是我觉得是OK的 螺蛳粉真的不臭 包装品质：很好 口感味道：是好吃的 是我喜欢的口味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
p***h,2021/5/20 19:53,刚刚收到还没有吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
似***7,2021/5/12 14:08,口味还好，宿舍的推荐，可以考虑入手,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/4 8:14,超级喜欢李子柒的螺蛳粉，隔几天就会煮一碗吃，味道很正,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
左***文,2021/5/13 20:11,味道不错，给女朋友买了一箱,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
扬***9,2021/4/4 19:50,包装盒上都有李子柒的标，还有螺蛳粉的外包装，很严实，量也是够的，里面的菜包也很多，酸笋也是很大一包，味道非常棒，已经买了好几次了，家里人都喜欢吃,口味:【鲜辣酸爽烫 】螺蛳粉335g*3袋
t***8,2021/5/10 8:59,好吃！！！味道很正，配料很齐全！！！强推！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***8,2021/5/3 16:47,整体评价：回头客了，好吃，酸爽有劲道！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/4 12:39,味道很不错，直播间买的，买6袋送了两袋，算下来8块钱一包，真的很美味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/9 13:47,好吃的螺丝粉，天天吃也不腻😄继续复购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
这***懒,2021/5/19 12:09,味道还不错，就是粉量不大,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***j,2021/5/6 20:47,李子柒的螺丝粉不错，这个是酸辣口味的，好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***a,2021/5/9 16:43,好吃好吃，好划算。下次还会回购！！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
美***4,2021/5/3 8:49,很好吃的螺蛳粉 吃一次都很好吃喜欢的仙女们快买吧 买了绝对很好吃买了绝对很好吃喜欢的仙女们快买吧也很实惠喜欢的仙女们快买吧真的超级好吃哦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/19 9:22,火锅底料的盒子都挤皱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***6,2021/5/11 15:05,老客户了，好吃，味道也行，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
恬***鱼,2021/5/17 17:40,虽然不是广西人，但是莫名很喜欢吃螺蛳粉，真心觉得好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
b***7,2021/5/5 21:45,整体评价：不错！都说很臭，我没闻见一点臭味，不知道正宗不！？ 胀包问题：很好 包装品质：很好 口感味道：好吃，比酸辣粉强多了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
愤***1,2021/5/19 6:37,买了很多次了，好评。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***9,2021/5/12 15:45,是我买了几次螺狮粉里量最足的螺狮粉了，味道也不错，挺好的！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/9 9:42,螺丝粉非常认可子柒的品质，一如既往的关注，也希望一如既往的保持品质。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/10 23:05,可可推荐的，很好吃，喜欢的味道，下次还买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
泡***香,2021/5/10 9:57,很好吃很不错特别喜欢的东西就是这个,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/4/25 0:36,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
噜***喂,2021/5/19 14:20,一如既往地好吃。而且现在把花生米的皮去掉了，甚合我意,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***2,2021/5/16 18:31,不错，佐料包比其它牌子的多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
骚***c,2021/5/12 17:48,包装味道还不错，可以,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
真***2,2021/5/3 10:13,螺蛳粉香辣酸爽，店铺发货迅速服务热情细致，五星好评！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/9 23:32,第二次购买了，依旧很喜欢这个螺蛳粉~还会继续回购的！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
7***y,2021/5/17 9:54,第一次吃味道还是不错的，能够接受。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
刘***d,2021/5/12 5:22,超级好吃而且不辣是我想要的那种,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
月***3,2021/5/13 12:52,！！好吃！！适合我不怎么能吃辣的人，料很足螺蛳粉就买李子柒了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/18 18:40,好吃，不是很臭的那种，趁着活动又拍了4粉。估计能吃几个月了吧,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/5 17:49,朋友推荐的说很好吃，期待味道，应该会比较好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***l,2021/5/3 16:53,简直太香了，配料是我吃过最多的，花生特别脆，很棒，下次回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
x***n,2021/5/10 23:32,还没吃呢，包装挺好，价格划算。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/8 19:05,看着包装都很有食欲  嘻嘻😄,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***5,2021/5/13 8:14,好吃，老公说味道很正宗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
千***0,2021/5/6 14:06,第一次在网店上买，选了好多家，才选中这家，果然很不错哦！比个心！口味和我在实体店里买的一样好吃，自己吃也好吃，分量很足，口感不错，味道好！很新鲜，不错！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
超***发,2021/5/14 18:29,感觉还好，可以接受这个味道。没有想象的那么难闻。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
刘***者,2021/5/9 9:13,好吃，材料多，味道正宗,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
古***业,2021/5/6 13:11,比我在店里吃的好吃呢，吃了还会回购的！抱着试试的心态买的，最近迷上螺蛳粉了，以后就你家啦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
姝***0,2021/5/10 19:30,吃过很多家的螺蛳粉，还是喜欢子柒姐姐家的螺蛳粉,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***5,2021/5/10 14:33,多次购买了，每次都很期待，还是不让我失望。都非常好👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
水***m,2021/5/18 14:08,发货很快，味道很好。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
豪***园,2021/5/19 13:07,非常得好吃，非常满意。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***i,2021/5/11 13:31,好吃，這次划算，買六送一！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
颜***7,2021/5/14 18:07,回购很多次。   直播间划算,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
曾***吗,2021/5/20 6:17,快递📦没收到,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/19 21:00,就是份量太少了，其它的还行,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
爱***孑,2021/5/10 14:34,李子柒的螺蛳粉比外面的好吃，量足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
黄***要,2021/5/18 19:41,这次买的不好吃，味道比之前的差了好多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***子,2021/5/13 10:23,第一次买李子柒螺蛳粉，果然很好吃，料很足，会回购!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
淘***巫,2021/5/10 10:44,一代一大包 味道也好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
最***香,2021/5/18 20:36,还没吃，不知道味道怎么样，习惯好评！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
王***9,2021/5/19 22:01,还没吃，同事介绍买的，之后来追加评论,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
q***n,2021/5/8 23:32,味道很正，份量很足，孩子也喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
9***d,2021/5/13 15:06,超级好吃  分量很足  料也特别多  很满意,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***0,2021/5/19 9:14,口味淡了  一般般吧  腐竹很多,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
爱***6,2021/5/11 11:36,被别人种草过来的，看起来不错，客服木棉花人也超好，遇到不了解的也给予了耐心讲解,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
茉***9,2021/5/20 21:23,买多次了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/16 14:04,好吃的螺丝粉，虽然煮的时候臭臭的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***d,2021/5/9 16:14,多次购买，最喜欢里面的腐竹,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***9,2021/5/16 14:46,好评！买了好几次了！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
沙***5,2021/5/13 16:21,试吃了，好吃，味道令人难忘。还会继续买买买！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
潇***子,2021/5/18 18:36,外包装雨淋湿了 全烂了 第一次遇到,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/12 8:24,味道不错，包装很好赞,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
安***0,2021/5/10 18:01,第N次买了，螺蛳粉中的最爱;-),口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
安***洋,2021/5/10 14:47,给妈妈买的，妈妈爱上了螺蛳粉。太爱吃了。以后多买点。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
萧***n,2021/5/6 16:55,很好吃 味道偏淡 合我胃口,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***l,2021/5/19 9:04,家人们都爱吃，就是这次的腐竹有的碎哦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***y,2021/5/17 19:18,买过很多次了，挺好吃的，臭味不大。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***o,2021/5/9 9:31,口感味道：巴适，好吃😋,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***2,2021/5/18 5:44,口味偏谈，只是品牌溢价，没什么特别的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
陶***爽,2021/5/10 20:39,好吃，辣度也正好！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
无***3,2021/5/9 0:02,买了好多次李子柒，很喜欢味道很好吃，不错，非常值得再次回购，👏🏻,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/8 16:20,一如既往的喜欢，每天半夜肚子饿，螺蛳粉我的最爱,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***n,2021/5/18 13:20,挺好的，还是一样的品质，就习惯李子柒的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
卡***弟,2021/5/9 21:45,口感非常不错，很满意，好吃，太棒了，太爱螺蛳粉了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
未***4,2021/5/10 10:12,不想做饭时的替代品，买过很多次了，就是爱好吃的不得了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/7 13:37,不错不错，特别好吃，刚取回来和弟弟一人一碗，今晚打算给麻麻煮,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/15 17:19,配料很足，面条劲道，味道好，没有传说中的臭味，自己添加了丸子,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/10 10:19,口感挺好的，味道很喜欢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***0,2021/5/14 14:27,包装挺好的，味道也不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
贾***5,2021/5/18 14:33,花生不是油炸的，味道没有以前的好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***a,2021/5/19 11:38,满意，好评。螺蛳粉吃了很好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/5 15:23,"质量还可以，与卖家描述的完全一致，比较满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，快递小哥很礼貌，多等了我几分钟也不介意。满意的一次购物，我会再次光顾的．可不可以再便宜点．我带朋友来你家买。",口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
u***0,2021/5/10 8:36,辣味十足，份量也很大,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
k***1,2021/5/9 14:52,味道不错，女儿喜欢吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
6***啊,2021/5/9 22:08,味道正。我最喜欢吃的口味了。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
救***莫,2021/5/12 20:52,物流非常快！东西非常好！长的非常亮！做工非常棒！感觉非常爽！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
赵***n,2021/5/19 12:03,味道挺好，物流也很快，赞！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
蹦***啦,2021/5/17 10:47,好吃 好吃 好吃 就是煮起来有点麻烦,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***8,2021/5/18 13:44,收到宝贝了，日期是近期的，还没吃，吃完再来评价,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***0,2021/5/11 14:48,料足味好，价格实惠，非常满意,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
青***徐,2021/5/16 7:35,非常满意，好吃。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***u,2021/5/20 17:26,收到还没吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
不***了,2021/5/19 18:55,一直在买&hellip;,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
玲***铛,2021/5/15 9:08,料包量很足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***n,2021/5/9 8:29,一点不吃辣的，推荐李子柒，鲜香。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
星***光,2021/5/5 21:47,整体评价：份量很足，很好的一次购物体验，👍,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***8,2021/5/20 4:02,快递非常好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
啦***哦,2021/5/3 18:18,一如既往的好吃 像我这种不能吃太辣的 辣油放一半就正正好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
轩***6,2021/5/11 11:41,新鲜度：好吃料足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
懒***拉,2021/5/14 18:28,好吃，推荐给家里老人，居然很喜欢！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/17 9:36,喜欢，好吃吃完继续购买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
杨***睿,2021/5/16 23:17,非常不错的粉，下次再来,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
昆***手,2021/5/15 1:07,回购，相当不错的螺蛳粉，味道杠杠滴,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/12 11:23,味道一如既往的好，回头客，特喜欢,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***9,2021/5/9 19:45,螺蛳粉味道很正宗，很香哦，超级满意！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
